Cheval;Âge;Sexe;Race;Courses;Victoires;Places;Allocation tot.;Prime Prop.;Alloc. + Prime Prop.;Gain moyen;Valeur
DADIDOM;7;H;PUR SANG;8;0;3;1565,00;704,00;2269,00;195,63;610.0
MAVALA;8;F;PUR SANG;6;0;2;1560,00;701,00;2261,00;260,00;175.0
LADY ACE;5;F;PUR SANG;4;0;2;1560,00;702,00;2262,00;390,00;240.0
DADDY'S HEART;3;H;PUR SANG;1;0;1;1560,00;1170,00;2730,00;1560,00;
INTENTION BORGET;3;F;PUR SANG;1;0;1;1560,00;1170,00;2730,00;1560,00;
ROSA BONHEUR AA;3;F;ANGLO-ARABE DE COMPLEMENT;1;0;1;1560,00;0,00;1560,00;1560,00;
FLOWERY COAST;3;F;PUR SANG;2;0;1;1560,00;1170,00;2730,00;780,00;
BEAUVALLON;3;H;PUR SANG;4;0;1;1560,00;0,00;1560,00;390,00;320.0
SAMIBAYA;3;F;PUR SANG;1;0;1;1560,00;0,00;1560,00;1560,00;
IT'S MY LIFE;3;F;PUR SANG;2;0;1;1560,00;0,00;1560,00;780,00;330.0
GLACIER PEAK;7;M;PUR SANG;7;0;2;1550,00;697,00;2247,00;221,43;265.0
FLORA TRISTAN;4;F;PUR SANG;5;0;2;1550,00;337,00;1887,00;310,00;190.0
LILY MORIVIERE;4;F;PUR SANG;5;0;2;1550,00;405,00;1955,00;310,00;210.0
LEGENDE ALLEN;4;F;CHEVAL AUTRE QUE PUR SANG;3;0;1;1550,00;0,00;1550,00;516,67;
ALF A STAR;9;F;PUR SANG;10;0;2;1540,00;207,00;1747,00;154,00;150.0
APERO SECRET;4;H;PUR SANG;6;0;2;1540,00;513,00;2053,00;256,67;200.0
NIGHT OF THE OPERA;8;H;PUR SANG;8;0;3;1530,00;688,00;2218,00;191,25;150.0
BONDINI;4;F;PUR SANG;7;0;2;1530,00;0,00;1530,00;218,57;245.0
ZELORO;4;H;PUR SANG;4;0;1;1527,00;687,00;2214,00;381,75;365.0
BECQUANON;9;H;PUR SANG;7;0;2;1525,00;506,00;2031,00;217,86;210.0
TRAVIS;4;H;PUR SANG;5;0;2;1525,00;0,00;1525,00;305,00;190.0
MY LORD;5;H;PUR SANG;9;0;2;1520,00;0,00;1520,00;168,89;195.0
SEABISCUIT DU RHEU;4;H;PUR SANG;7;0;2;1520,00;684,00;2204,00;217,14;245.0
AZILIA;4;F;PUR SANG;1;0;1;1520,00;684,00;2204,00;1520,00;360.0
HOLLY SIN;4;H;PUR SANG;1;0;1;1520,00;0,00;1520,00;1520,00;
MY LADYS;3;F;PUR SANG;2;0;1;1520,00;0,00;1520,00;760,00;
YELLOW LION;5;H;PUR SANG;1;0;1;1520,00;0,00;1520,00;1520,00;295.0
WITHOUT NEWS;2;F;PUR SANG;2;0;2;1516,00;0,00;1516,00;758,00;
PAUMY;3;H;PUR SANG;2;0;1;1515,00;0,00;1515,00;757,50;
ASHIANAS KING;4;H;PUR SANG;3;0;1;1515,00;0,00;1515,00;505,00;275.0
MISTER YVES;3;H;CHEVAL AUTRE QUE PUR SANG;2;1;1;1510,00;0,00;1510,00;755,00;
CAPITOL HILL;2;H;PUR SANG;4;0;2;1506,00;1129,00;2635,00;376,50;305.0
HOTEL DIEU;8;H;CHEVAL AUTRE QUE PUR SANG;3;0;1;1500,00;0,00;1500,00;500,00;170.0
RODAINAH;5;F;PUR SANG;2;0;1;1500,00;675,00;2175,00;750,00;425.0
MY HOPE;5;F;PUR SANG;3;0;1;1500,00;675,00;2175,00;500,00;330.0
GASPARTUR BELLEVUE;4;H;PUR SANG;4;0;2;1500,00;674,00;2174,00;375,00;230.0
LOYAL PRINCE;4;M;PUR SANG;8;0;2;1500,00;674,00;2174,00;187,50;280.0
FOL EPI PECOS AA;4;H;ANGLO-ARABE;4;0;1;1500,00;0,00;1500,00;375,00;
LE TREZY;3;H;PUR SANG;3;0;1;1500,00;0,00;1500,00;500,00;270.0
KEN D'ARZ;3;H;PUR SANG;3;0;2;1500,00;1124,00;2624,00;500,00;305.0
RAINBOW DANCE;3;H;PUR SANG;1;0;1;1500,00;0,00;1500,00;1500,00;300.0
FRUITION;3;F;PUR SANG;4;0;1;1500,00;1125,00;2625,00;375,00;270.0
MEYDAN DE FLAUZINS;3;M;ARABE;3;0;2;1500,00;1125,00;2625,00;500,00;
PIETER DE HOOCH;6;H;PUR SANG;6;0;2;1497,00;673,00;2170,00;249,50;260.0
NATAO;3;H;PUR SANG;5;0;2;1494,00;1119,00;2613,00;298,80;240.0
MACANELLA;4;F;PUR SANG;6;0;2;1490,00;670,00;2160,00;248,33;255.0
VIVAWOOD;4;F;PUR SANG;9;0;2;1490,00;670,00;2160,00;165,56;210.0
BAYAMOON;4;M;PUR SANG;3;0;2;1484,00;667,00;2151,00;494,67;395.0
SAGUARO;9;H;PUR SANG;7;0;3;1483,00;0,00;1483,00;211,86;210.0
SUPER ZOOM;6;H;PUR SANG;3;0;2;1480,00;666,00;2146,00;493,33;285.0
BUTTE ROUGE;5;F;PUR SANG;5;0;2;1480,00;666,00;2146,00;296,00;255.0
NICK BOUTIQUE;3;H;PUR SANG;9;0;3;1480,00;1109,00;2589,00;164,44;225.0
MANDOKI;5;H;PUR SANG;10;0;3;1474,00;662,00;2136,00;147,40;200.0
DIABLOTIN;2;M;PUR SANG;1;0;1;1464,00;1098,00;2562,00;1464,00;
MIA FAST;2;F;PUR SANG;3;0;1;1456,00;1092,00;2548,00;485,33;300.0
MEMOIRE DU LARGE;3;F;PUR SANG;2;0;2;1455,00;0,00;1455,00;727,50;
M'SIEURS DAMES;3;H;CHEVAL AUTRE QUE PUR SANG;1;0;1;1450,00;0,00;1450,00;1450,00;
HAPPY HOURS;3;F;PUR SANG;5;0;2;1450,00;1087,00;2537,00;290,00;275.0
LE RAVI;4;H;PUR SANG;8;0;2;1446,00;650,00;2096,00;180,75;155.0
GRISGRISES;9;H;PUR SANG;8;0;4;1440,00;647,00;2087,00;180,00;150.0
LADY KYRA;4;F;PUR SANG;1;0;1;1440,00;0,00;1440,00;1440,00;300.0
THE PRESIDENT;3;H;PUR SANG;1;0;1;1440,00;1080,00;2520,00;1440,00;
MAZELI;2;M;PUR SANG;3;0;3;1440,00;1079,00;2519,00;480,00;300.0
RAINIER;7;H;PUR SANG;3;0;1;1440,00;648,00;2088,00;480,00;220.0
NIGHTDANCE MAN;9;H;PUR SANG;1;0;1;1440,00;0,00;1440,00;1440,00;250.0
JUNGLE PULSE;6;H;PUR SANG;4;0;3;1435,00;645,00;2080,00;358,75;295.0
AMOURS MULTIPLES;2;F;PUR SANG;5;0;3;1435,00;1076,00;2511,00;287,00;300.0
JUAN DU LEMO;6;H;CHEVAL AUTRE QUE PUR SANG;1;0;1;1425,00;641,00;2066,00;1425,00;540.0
JAMILA;6;F;PUR SANG;3;0;2;1425,00;202,00;1627,00;475,00;165.0
JERRY ELMY;6;H;PUR SANG;2;0;1;1425,00;0,00;1425,00;712,50;
LANCHETTE;3;F;PUR SANG;4;0;1;1425,00;0,00;1425,00;356,25;250.0
PUSHKAR;3;H;PUR SANG;3;0;1;1425,00;1068,00;2493,00;475,00;
OARISTYS;3;H;PUR SANG;2;0;1;1425,00;0,00;1425,00;712,50;275.0
SZAFRAN;5;H;PUR SANG;4;0;2;1415,00;636,00;2051,00;353,75;170.0
KALINE DE L'AIR;5;F;CHEVAL AUTRE QUE PUR SANG;1;0;1;1410,00;0,00;1410,00;1410,00;450.0
LOANA DUCORMIER;4;F;CHEVAL AUTRE QUE PUR SANG;2;0;1;1410,00;0,00;1410,00;705,00;
LUGAN'O;4;H;CHEVAL AUTRE QUE PUR SANG;1;0;1;1410,00;0,00;1410,00;1410,00;
MISS DU LARGE;3;F;CHEVAL AUTRE QUE PUR SANG;3;0;1;1410,00;0,00;1410,00;470,00;
MAILLOCHE;3;H;CHEVAL AUTRE QUE PUR SANG;1;0;1;1410,00;0,00;1410,00;1410,00;
CALCUTTA CUP;7;H;PUR SANG;4;0;1;1400,00;630,00;2030,00;350,00;290.0
SHELBYLANDOR;5;F;PUR SANG;8;0;2;1400,00;630,00;2030,00;175,00;300.0
SLICKLY BAY;4;F;PUR SANG;5;0;1;1400,00;0,00;1400,00;280,00;185.0
BOUCLETE D AUTEUIL;4;F;PUR SANG;1;0;1;1400,00;0,00;1400,00;1400,00;
LORD ST GEORGES;4;H;CHEVAL AUTRE QUE PUR SANG;1;0;1;1400,00;0,00;1400,00;1400,00;
LADY KOSTAS;3;F;PUR SANG;3;0;2;1400,00;300,00;1700,00;466,67;255.0
NATEHAU;3;F;PUR SANG;4;0;2;1400,00;0,00;1400,00;350,00;
LADY WINNER;3;F;PUR SANG;2;0;1;1400,00;1050,00;2450,00;700,00;365.0
ASCOT IN;3;F;PUR SANG;1;0;1;1400,00;1050,00;2450,00;1400,00;290.0
BERG;3;H;PUR SANG;2;0;1;1400,00;1050,00;2450,00;700,00;
MADAME DE SAXE;5;F;PUR SANG;6;0;2;1400,00;630,00;2030,00;233,33;240.0
JUPITER DES ROCS;4;H;PUR SANG;9;0;2;1381,00;621,00;2002,00;153,44;155.0
ECHAPPEES BELLES;4;F;PUR SANG;4;0;2;1380,00;621,00;2001,00;345,00;260.0
SEVERAC;2;M;PUR SANG;2;0;2;1380,00;1035,00;2415,00;690,00;
MONTSECRET;2;M;PUR SANG;1;0;1;1371,00;1028,00;2399,00;1371,00;
LEFTEYE;2;F;PUR SANG;1;0;1;1371,00;1028,00;2399,00;1371,00;
MON VIEUX LEON;7;H;PUR SANG;1;0;1;1370,00;616,00;1986,00;1370,00;355.0
SCAT LADY;5;F;PUR SANG;1;0;1;1360,00;612,00;1972,00;1360,00;290.0
FURTIVE DIVINE;4;F;PUR SANG;4;0;1;1360,00;612,00;1972,00;340,00;220.0
KITO;4;M;PUR SANG;4;0;2;1360,00;0,00;1360,00;340,00;340.0
BREIZH SKY;5;H;PUR SANG;1;0;1;1350,00;607,00;1957,00;1350,00;470.0
TIMBER LIGHT;4;H;PUR SANG;5;0;2;1350,00;607,00;1957,00;270,00;345.0
CI MER;4;F;PUR SANG;3;0;1;1350,00;607,00;1957,00;450,00;405.0
KAILLEY DE MARBEN AA;4;F;ANGLO-ARABE;2;0;1;1350,00;0,00;1350,00;675,00;
TIC TAC;4;H;PUR SANG;5;0;1;1350,00;607,00;1957,00;270,00;360.0
BELLA MEMORIA;3;F;PUR SANG;3;0;1;1350,00;1012,00;2362,00;450,00;295.0
PARISI LADY;3;F;PUR SANG;1;0;1;1350,00;1012,00;2362,00;1350,00;
MONEY TIME;3;F;PUR SANG;4;0;1;1350,00;1012,00;2362,00;337,50;300.0
TOP TOWN TELL TALE;3;M;PUR SANG;2;0;1;1350,00;1012,00;2362,00;675,00;
EASTER DU PAS;3;H;PUR SANG;2;0;1;1350,00;1012,00;2362,00;675,00;
MIMILE SOUL;3;H;CHEVAL AUTRE QUE PUR SANG;2;0;1;1350,00;0,00;1350,00;675,00;
FASKO;3;H;PUR SANG;3;0;1;1350,00;0,00;1350,00;450,00;270.0
STORMY JALISKA;3;H;PUR SANG;1;0;1;1350,00;0,00;1350,00;1350,00;
WINTER CLASSIC;3;H;PUR SANG;2;0;1;1350,00;1012,00;2362,00;675,00;350.0
SUN SONG;3;F;PUR SANG;2;0;1;1350,00;1012,00;2362,00;675,00;
RHEINLAND;3;F;PUR SANG;1;0;1;1350,00;1012,00;2362,00;1350,00;
STAYA;3;F;PUR SANG;3;0;1;1350,00;0,00;1350,00;450,00;260.0
MOABI;3;F;PUR SANG;1;0;1;1350,00;1012,00;2362,00;1350,00;
CALOUNIYA;3;F;PUR SANG;2;0;1;1350,00;1012,00;2362,00;675,00;
BELLE ROME;3;F;PUR SANG;2;0;1;1350,00;1012,00;2362,00;675,00;
ENEA;3;H;PUR SANG;2;0;1;1350,00;1012,00;2362,00;675,00;
ESCALINA;3;F;PUR SANG;1;0;1;1350,00;1012,00;2362,00;1350,00;
RED SCOTCH;2;M;PUR SANG;2;0;1;1350,00;1012,00;2362,00;675,00;
LEV;6;H;PUR SANG;2;0;1;1350,00;607,00;1957,00;675,00;430.0
KING ESOTERIC;3;M;PUR SANG;1;0;1;1350,00;1012,00;2362,00;1350,00;
TUPERO;3;H;PUR SANG;1;0;1;1350,00;1012,00;2362,00;1350,00;
HERMETIC;3;H;PUR SANG;1;0;1;1350,00;1012,00;2362,00;1350,00;
POLITICIENNE;3;F;PUR SANG;3;0;1;1350,00;1012,00;2362,00;450,00;290.0
BAYTIKA;3;F;PUR SANG;1;0;1;1350,00;1012,00;2362,00;1350,00;
PORTER'S SONG;3;H;PUR SANG;1;0;1;1350,00;0,00;1350,00;1350,00;
STYLE FLIGHT;5;H;PUR SANG;1;0;1;1340,00;0,00;1340,00;1340,00;180.0
LE TEMPS PRECIS;4;H;CHEVAL AUTRE QUE PUR SANG;1;0;1;1330,00;0,00;1330,00;1330,00;
LALA LIGHT;4;F;PUR SANG;7;0;2;1330,00;598,00;1928,00;190,00;275.0
PERRINE;4;F;PUR SANG;7;0;2;1322,00;594,00;1916,00;188,86;240.0
PICOLA;4;F;PUR SANG;4;0;3;1320,00;594,00;1914,00;330,00;530.0
E VA BIN;6;M;PUR SANG;6;0;2;1320,00;0,00;1320,00;220,00;310.0
IRAJA;4;F;PUR SANG;8;0;3;1305,00;586,00;1891,00;163,13;160.0
JEM MAN;3;H;PUR SANG;1;0;1;1305,00;0,00;1305,00;1305,00;
SINBOULD;4;H;PUR SANG;6;0;1;1304,00;586,00;1890,00;217,33;305.0
INSTANTANEMENT;4;F;PUR SANG;2;0;1;1300,00;585,00;1885,00;650,00;355.0
POLYNESIA;4;F;PUR SANG;1;0;1;1300,00;585,00;1885,00;1300,00;
SIR FROST;4;H;PUR SANG;6;0;2;1300,00;0,00;1300,00;216,67;245.0
LARWA;4;F;ORIGINE CONSTATEE;4;0;1;1300,00;585,00;1885,00;325,00;520.0
MARIGNY;3;F;CHEVAL AUTRE QUE PUR SANG;1;0;1;1300,00;0,00;1300,00;1300,00;
SONIC DU HOULEY;3;M;PUR SANG;4;0;2;1300,00;974,00;2274,00;325,00;285.0
MADRAS;6;F;PUR SANG;9;0;3;1300,00;0,00;1300,00;144,44;185.0
ISLA COIBA;5;F;PUR SANG;3;0;1;1300,00;0,00;1300,00;433,33;280.0
RUN FOR HOME;4;H;PUR SANG;10;0;2;1296,00;583,00;1879,00;129,60;225.0
SCHIKERIA;4;F;PUR SANG;1;0;1;1280,00;576,00;1856,00;1280,00;370.0
FREEZING STARS;4;H;PUR SANG;4;0;1;1280,00;576,00;1856,00;320,00;230.0
LA DESINENCE;4;F;PUR SANG;10;0;3;1280,00;576,00;1856,00;128,00;225.0
LA REVEUSE;4;F;PUR SANG;2;0;1;1280,00;0,00;1280,00;640,00;
LOCH AWE;4;H;PUR SANG;2;0;1;1280,00;576,00;1856,00;640,00;330.0
ZYMEK;4;H;PUR SANG;1;0;1;1275,00;0,00;1275,00;1275,00;
LAKIKA;4;F;CHEVAL AUTRE QUE PUR SANG;1;0;1;1275,00;0,00;1275,00;1275,00;
RISKYPIC;3;H;PUR SANG;1;0;1;1275,00;0,00;1275,00;1275,00;
FANTASTIC NINIAN;3;H;PUR SANG;1;0;1;1275,00;0,00;1275,00;1275,00;
DUCHESS MARGAUX;3;F;PUR SANG;5;0;1;1275,00;0,00;1275,00;255,00;250.0
THE PRINCE;3;H;PUR SANG;2;0;1;1275,00;0,00;1275,00;637,50;
MISTER POM;3;H;PUR SANG;1;0;1;1275,00;0,00;1275,00;1275,00;
LOUISE GREEN;3;F;PUR SANG;1;0;1;1275,00;0,00;1275,00;1275,00;
NUENCE'K;2;F;PUR SANG;2;0;2;1274,00;955,00;2229,00;637,00;
MINNIE DE VERGNE AA;5;F;*ANGLO-ARABE COMPLEMENT*;3;0;1;1260,00;0,00;1260,00;420,00;
LE LAFELINOIS;4;H;CHEVAL AUTRE QUE PUR SANG;1;0;1;1260,00;0,00;1260,00;1260,00;
STAR CARIBEAN;3;H;PUR SANG;1;0;1;1260,00;0,00;1260,00;1260,00;
PERLA DE L'ABBAYE AA;3;F;ANGLO-ARABE;1;0;1;1260,00;0,00;1260,00;1260,00;
KENIA;5;H;CHEVAL AUTRE QUE PUR SANG;2;0;1;1250,00;0,00;1250,00;625,00;
NABUCCO AL MAURY;5;M;ARABE;1;0;1;1250,00;562,00;1812,00;1250,00;530.0
LA PEPETTE DLT AA;4;F;ANGLO-ARABE;2;0;2;1250,00;0,00;1250,00;625,00;
LADY PALMA;4;F;CHEVAL AUTRE QUE PUR SANG;2;0;1;1250,00;0,00;1250,00;625,00;
THARPE;4;H;PUR SANG;5;0;1;1250,00;562,00;1812,00;250,00;290.0
LAURELLE;4;F;CHEVAL AUTRE QUE PUR SANG;2;0;1;1250,00;0,00;1250,00;625,00;
MABEN;3;H;CHEVAL AUTRE QUE PUR SANG;2;0;1;1250,00;0,00;1250,00;625,00;
WARHOLM;2;H;PUR SANG;1;0;1;1244,00;933,00;2177,00;1244,00;
BAZOQUES;7;F;PUR SANG;5;0;2;1240,00;558,00;1798,00;248,00;280.0
LUPIN DA CLODIA AA;4;M;*ANGLO-ARABE*;2;0;1;1240,00;0,00;1240,00;620,00;
ALGINE CHOPE;2;F;PUR SANG;4;0;3;1240,00;930,00;2170,00;310,00;300.0
MOON WOLF;7;H;PUR SANG;1;0;1;1235,00;555,00;1790,00;1235,00;460.0
DOLLAR INDEX;4;H;PUR SANG;5;0;1;1235,00;555,00;1790,00;247,00;380.0
LAMAJESTIK;4;F;PUR SANG;9;0;2;1230,00;553,00;1783,00;136,67;165.0
XAARTA;2;F;PUR SANG;3;0;2;1230,00;922,00;2152,00;410,00;340.0
NICE DREAM;4;F;PUR SANG;4;0;2;1220,00;549,00;1769,00;305,00;310.0
VITESSE;4;F;PUR SANG;4;0;2;1220,00;549,00;1769,00;305,00;295.0
LA ZAMPA;3;F;PUR SANG;1;0;1;1215,00;0,00;1215,00;1215,00;
BELLE FLEUR;3;F;PUR SANG;1;0;1;1215,00;0,00;1215,00;1215,00;
TRIOMPHE DES BOIS;3;H;PUR SANG;1;0;1;1215,00;0,00;1215,00;1215,00;
REASONING;3;F;PUR SANG;2;0;1;1215,00;0,00;1215,00;607,50;
DERBY CORSICA AA;4;H;ANGLO-ARABE;1;0;1;1210,00;0,00;1210,00;1210,00;
MATADOR AA;3;H;*ANGLO-ARABE COMPLEMENT*;1;0;1;1210,00;0,00;1210,00;1210,00;
ULTRASPI;3;F;PUR SANG;3;0;2;1205,00;903,00;2108,00;401,67;260.0
COMBERMERE;9;H;PUR SANG;3;0;1;1200,00;540,00;1740,00;400,00;380.0
TICKLISH;9;F;PUR SANG;4;0;2;1200,00;540,00;1740,00;300,00;150.0
PRINCESSE SCARLET;8;F;PUR SANG;2;0;1;1200,00;540,00;1740,00;600,00;155.0
SPEED CHOP;6;H;PUR SANG;6;0;1;1200,00;540,00;1740,00;200,00;150.0
REGINA LILLIE;5;F;PUR SANG;9;0;2;1200,00;539,00;1739,00;133,33;160.0
SIXTINE BAAL;5;M;PUR SANG;4;0;1;1200,00;540,00;1740,00;300,00;200.0
ZEINARK;5;H;ARABE;2;0;1;1200,00;540,00;1740,00;600,00;400.0
RISE AND SHINE;5;F;PUR SANG;3;0;1;1200,00;540,00;1740,00;400,00;290.0
LE RAIS;5;M;ARABE;4;0;2;1200,00;540,00;1740,00;300,00;370.0
KARMA DE REVE;5;H;CHEVAL AUTRE QUE PUR SANG;1;0;1;1200,00;0,00;1200,00;1200,00;540.0
IZASTEP;5;M;PUR SANG;10;0;2;1200,00;540,00;1740,00;120,00;290.0
VOL D'ARGENT;4;H;PUR SANG;1;0;1;1200,00;0,00;1200,00;1200,00;585.0
QUART DE REVE;4;H;PUR SANG;1;0;1;1200,00;0,00;1200,00;1200,00;
MARINELLA;4;F;PUR SANG;3;0;1;1200,00;540,00;1740,00;400,00;195.0
MONCLAR DE MIX;4;H;PUR SANG;3;0;1;1200,00;0,00;1200,00;400,00;520.0
KELBOFRER;4;H;PUR SANG;3;0;1;1200,00;0,00;1200,00;400,00;270.0
HOMME DE VALEUR;4;H;PUR SANG;3;0;1;1200,00;540,00;1740,00;400,00;240.0
MARNAGE;3;H;CHEVAL AUTRE QUE PUR SANG;1;0;1;1200,00;0,00;1200,00;1200,00;
MIRAGE DE BOZOULS;3;M;ARABE;2;0;1;1200,00;900,00;2100,00;600,00;
SEESHAUPT;2;F;PUR SANG;2;0;1;1200,00;900,00;2100,00;600,00;
DREAM TEST;3;F;PUR SANG;1;0;1;1200,00;0,00;1200,00;1200,00;260.0
LOS SUENOS;3;M;PUR SANG;2;0;1;1200,00;0,00;1200,00;600,00;260.0
THORA;2;F;PUR SANG;1;0;1;1200,00;0,00;1200,00;1200,00;
YELWAH;3;F;ARABE;1;0;1;1200,00;0,00;1200,00;1200,00;
ST GERMAIN;2;H;PUR SANG;5;0;2;1197,00;897,00;2094,00;239,40;300.0
BRAZZAVILLE;5;F;PUR SANG;5;0;2;1190,00;535,00;1725,00;238,00;435.0
FIFTH ELEMENT;4;F;PUR SANG;3;0;1;1190,00;0,00;1190,00;396,67;
MILL LANE;4;H;PUR SANG;6;0;2;1188,00;0,00;1188,00;198,00;205.0
RENAD;2;F;PUR SANG;2;0;2;1178,00;0,00;1178,00;589,00;
TENYEARSAFTER;4;H;PUR SANG;13;0;2;1176,00;529,00;1705,00;90,46;200.0
INATTENDU;9;H;PUR SANG;7;0;2;1173,00;527,00;1700,00;167,57;280.0
WHISPER DE CANDALE AA;7;H;*ANGLO-ARABE*;3;0;2;1170,00;0,00;1170,00;390,00;
VASIGREEN;6;F;PUR SANG;3;0;2;1170,00;525,00;1695,00;390,00;310.0
RAWANDI;2;H;PUR SANG;2;0;2;1170,00;877,00;2047,00;585,00;
PROLIXE;2;M;PUR SANG;2;0;2;1168,00;876,00;2044,00;584,00;
MIEUX VAUT CROIRE;2;F;PUR SANG;1;0;1;1168,00;0,00;1168,00;1168,00;
SHAMABEND;6;H;PUR SANG;6;0;3;1160,00;522,00;1682,00;193,33;150.0
CALITEA DE LA TOUR;6;F;PUR SANG;5;0;3;1155,00;171,00;1326,00;231,00;150.0
ADELA;5;F;PUR SANG;2;0;1;1152,00;518,00;1670,00;576,00;180.0
LAMINA;4;F;CHEVAL AUTRE QUE PUR SANG;1;0;1;1150,00;0,00;1150,00;1150,00;510.0
GAVRUS;3;M;PUR SANG;2;0;1;1150,00;862,00;2012,00;575,00;320.0
MIVANA;3;F;PUR SANG;4;0;1;1150,00;862,00;2012,00;287,50;280.0
MALINA BELLA;3;F;CHEVAL AUTRE QUE PUR SANG;1;0;1;1150,00;0,00;1150,00;1150,00;
BIRCH BLUE;3;F;PUR SANG;4;0;1;1150,00;862,00;2012,00;287,50;550.0
MILLONARIO;3;H;CHEVAL AUTRE QUE PUR SANG;2;0;1;1150,00;0,00;1150,00;575,00;
MILLE JOYCE;3;F;PUR SANG;3;0;1;1150,00;862,00;2012,00;383,33;270.0
FRAGANCE;2;F;PUR SANG;2;0;2;1150,00;862,00;2012,00;575,00;
DREAM ROMY;3;F;PUR SANG;5;0;1;1150,00;862,00;2012,00;230,00;240.0
GREAT CHARLIE;7;H;PUR SANG;7;0;2;1149,00;517,00;1666,00;164,14;230.0
MESSINA;4;F;PUR SANG;5;0;2;1141,00;0,00;1141,00;228,20;290.0
KIEVSKY;5;H;PUR SANG;3;0;1;1140,00;0,00;1140,00;380,00;300.0
NICASTRO;4;M;PUR SANG;3;0;2;1140,00;513,00;1653,00;380,00;290.0
KOUROUNADO;4;F;PUR SANG;4;0;2;1140,00;513,00;1653,00;285,00;235.0
MESSUA DE LABRUNIE;3;F;PUR SANG;1;0;1;1140,00;0,00;1140,00;1140,00;
JUMBALAYA;3;F;PUR SANG;1;0;1;1140,00;0,00;1140,00;1140,00;
GALIMATIA;4;F;PUR SANG;5;0;2;1140,00;513,00;1653,00;228,00;215.0
TREASURED SOUL;5;H;PUR SANG;3;0;2;1140,00;0,00;1140,00;380,00;300.0
CRISALSA;8;H;PUR SANG;8;0;2;1132,00;509,00;1641,00;141,50;195.0
LA PALOMBIERE;6;F;PUR SANG;6;0;2;1130,00;508,00;1638,00;188,33;150.0
STRIVER;5;F;PUR SANG;6;0;2;1130,00;337,00;1467,00;188,33;160.0
HOLLY COLOUR;5;H;PUR SANG;3;0;2;1130,00;508,00;1638,00;376,67;240.0
ROYAL NINIAN;4;H;PUR SANG;5;0;2;1125,00;505,00;1630,00;225,00;210.0
L'ETE EN MER;4;H;CHEVAL AUTRE QUE PUR SANG;2;0;2;1125,00;0,00;1125,00;562,50;
VIKTHOR;3;H;PUR SANG;5;0;1;1125,00;843,00;1968,00;225,00;260.0
TRIPPED;3;F;PUR SANG;2;0;1;1125,00;0,00;1125,00;562,50;270.0
GALIWAY D'ANGE;5;H;PUR SANG;6;0;1;1120,00;504,00;1624,00;186,67;185.0
LOU LAND;4;F;PUR SANG;5;0;2;1120,00;180,00;1300,00;224,00;210.0
SNOWSOCIETY;3;F;PUR SANG;3;0;1;1120,00;840,00;1960,00;373,33;335.0
EMPIRIC;12;H;PUR SANG;5;0;1;1120,00;504,00;1624,00;224,00;150.0
FELIPPO;6;H;PUR SANG;6;0;2;1114,00;0,00;1114,00;185,67;280.0
MYMAP;5;F;PUR SANG;6;0;3;1110,00;499,00;1609,00;185,00;175.0
DENVER CHOP;5;M;PUR SANG;5;0;2;1110,00;499,00;1609,00;222,00;280.0
HAVIVA;3;F;PUR SANG;3;0;1;1105,00;828,00;1933,00;368,33;275.0
GOT MAN;3;H;PUR SANG;3;0;1;1105,00;828,00;1933,00;368,33;290.0
JOBURG PONTADOUR AA;6;F;ANGLO-ARABE;2;0;1;1100,00;0,00;1100,00;550,00;
KASTEL D'AIRY;5;F;CHEVAL AUTRE QUE PUR SANG;1;0;1;1100,00;0,00;1100,00;1100,00;535.0
RECOBELLA;4;F;PUR SANG;6;0;2;1100,00;495,00;1595,00;183,33;245.0
LAVVENTURA AULMES;4;F;CHEVAL AUTRE QUE PUR SANG;4;0;1;1100,00;0,00;1100,00;275,00;
LORETO;4;H;CHEVAL AUTRE QUE PUR SANG;1;0;1;1100,00;0,00;1100,00;1100,00;
MISTER GATZ;4;M;PUR SANG;1;0;1;1100,00;495,00;1595,00;1100,00;450.0
GOLD DAYDREAM;3;F;PUR SANG;3;0;1;1100,00;825,00;1925,00;366,67;280.0
LUTELLIA;3;F;PUR SANG;2;0;1;1100,00;0,00;1100,00;550,00;
ARDENZA;3;F;PUR SANG;3;0;1;1100,00;0,00;1100,00;366,67;260.0
SHOWNA;2;F;PUR SANG;1;0;1;1096,00;822,00;1918,00;1096,00;
SOMMERKONIG;2;M;PUR SANG;1;0;1;1096,00;822,00;1918,00;1096,00;
MUGHADIR;2;M;PUR SANG;1;0;1;1096,00;822,00;1918,00;1096,00;
ROYAL CHAPEL;2;F;PUR SANG;1;0;1;1096,00;0,00;1096,00;1096,00;
EPI;2;M;PUR SANG;1;0;1;1096,00;0,00;1096,00;1096,00;
ALEXEJ;8;H;PUR SANG;8;0;2;1090,00;0,00;1090,00;136,25;250.0
BLOUZEUR;8;H;PUR SANG;1;0;1;1080,00;0,00;1080,00;1080,00;470.0
KERGALLI;4;H;PUR SANG;1;0;1;1080,00;486,00;1566,00;1080,00;
MOUDA;4;F;PUR SANG;4;0;2;1080,00;0,00;1080,00;270,00;250.0
MIEL;3;F;PUR SANG;3;0;2;1080,00;810,00;1890,00;360,00;250.0
CHANCE;9;H;PUR SANG;1;0;1;1080,00;486,00;1566,00;1080,00;330.0
MISS WOO WOO;4;F;PUR SANG;10;0;1;1080,00;0,00;1080,00;108,00;205.0
